epoch,n, train_loss, valid_loss
128,2, 203.2123605347, 83.5760655212,
128,3, 158.5775071716, 132.0016375732,
128,4, 130.8305393982, 93.9540545654,
129,0, 141.2968685913, 154.1979226685,
129,1, 195.0551196289, 92.1641265869,
129,2, 140.1696740723, 66.8271835327,
129,3, 134.4379112244, 303.0093048096,
129,4, 134.2995304871, 426.9293151855,
130,0, 194.9974792480, 105.0173767090,
130,1, 161.3425384521, 264.0027600098,
130,2, 139.4335311890, 100.7980383301,
130,3, 119.9874311829, 91.6228219604,
130,4, 130.0730007935, 124.4888693237,
131,0, 165.7316477966, 213.0203210449,
131,1, 153.0669436646, 106.7256280518,
131,2, 142.0056004333, 238.9368731689,
131,3, 122.7380163574, 143.2979751587,
131,4, 132.0427001953, 40.5760326385,
132,0, 153.3190496826, 392.2174548340,
132,1, 159.7995736694, 61.1222126770,
132,2, 146.8379692078, 212.7474920654,
132,3, 163.4217248535, 375.9003997803,
132,4, 195.8952362061, 48.8542752075,
133,0, 195.9649285889, 102.2615924072,
133,1, 178.8549554443, 81.7261795044,
133,2, 209.8358590698, 57.7877693176,
133,3, 130.3311265564, 39.7882456207,
133,4, 108.4897183228, 195.9531506348,
134,0, 138.8104107666, 254.7644451904,
134,1, 127.6210334778, 103.6666271973,
134,2, 204.7074676514, 391.9929699707,
134,3, 176.1557708740, 78.7691403198,
134,4, 118.7823336792, 83.7604003906,
135,0, 117.1486935425, 44.8198596191,
135,1, 115.9421716309, 210.1742523193,
135,2, 134.3455380249, 84.7010247803,
135,3, 156.7371131897, 87.6810575867,
135,4, 203.7969042969, 62.7015496826,
136,0, 132.4151316833, 89.4830409241,
136,1, 178.5231132507, 57.1037958527,
136,2, 163.5828594971, 174.9096575928,
136,3, 164.1296022034, 365.1486767578,
136,4, 202.0387835693, 187.7808221436,
137,0, 182.9903613281, 110.3610653687,
137,1, 128.4990910339, 55.2205380249,
137,2, 120.2534815979, 189.9942547607,
137,3, 118.5287792969, 58.1702717590,
137,4, 108.5882986450, 62.3486254883,
138,0, 235.5580677795, 744.0692163086,
138,1, 203.1447372437, 423.0606811523,
138,2, 160.9595700073, 57.0014157104,
138,3, 150.0216098022, 81.4903962708,
138,4, 131.9466535950, 183.2989569092,
139,0, 99.2318107605, 74.2600437927,
139,1, 134.4063153076, 374.9056604004,
139,2, 136.4469390869, 52.2249497986,
139,3, 171.0267324829, 759.6866455078,
139,4, 130.5630871582, 48.3429412842,
140,0, 116.0092837524, 33.4611351013,
140,1, 98.3049006653, 128.4286691284,
140,2, 129.5289065552, 255.5086163330,
140,3, 147.8543327332, 233.0077825928,
140,4, 164.1620663452, 169.6398107910,
141,0, 106.4560380554, 31.5220684052,
141,1, 121.1263238525, 450.1092260742,
141,2, 148.4457192993, 514.8329833984,
141,3, 159.4608697510, 78.5716360474,
141,4, 155.7472839355, 59.8709674072,
142,0, 186.1424819946, 46.8965718079,
142,1, 167.3120701599, 393.5268164063,
142,2, 157.2622239685, 158.3049032593,
142,3, 188.2881231689, 61.3983229065,
142,4, 120.8050756836, 50.3598034668,
143,0, 121.5172943115, 108.5535296631,
143,1, 134.9019163513, 41.3278612518,
143,2, 119.5757812500, 84.8923516846,
143,3, 98.0959478760, 317.2657537842,
143,4, 131.5189057922, 56.7827703857,
144,0, 135.5230279541, 74.5042546082,
144,1, 129.8945852661, 64.9713285828,
144,2, 112.8676353455, 41.8527395630,
144,3, 89.6592523193, 22.3247360611,
144,4, 109.9548309326, 219.0813543701,
145,0, 107.2959616089, 151.8524719238,
145,1, 134.2756204224, 51.2913575745,
145,2, 102.2192565918, 122.6023925781,
145,3, 131.9005999756, 44.5919068909,
145,4, 162.9063217163, 59.8324736023,
146,0, 128.1938743591, 91.5873167419,
146,1, 145.1521569824, 122.2537573242,
146,2, 101.6730590820, 95.3549487305,
146,3, 93.5821450806, 30.2798381805,
146,4, 132.3688235474, 182.0603118896,
147,0, 138.7166094971, 183.4443865967,
147,1, 89.3631158447, 144.9410983276,
147,2, 106.5748739624, 45.0962879944,
147,3, 136.7770919800, 273.4536791992,
147,4, 138.8300125122, 46.9577137756,
148,0, 140.7547671509, 149.8569351196,
148,1, 188.0421939087, 155.9063549805,
148,2, 145.8802908325, 146.4827917480,
148,3, 161.0718966675, 338.2734741211,
148,4, 151.5592298889, 64.9864205933,
149,0, 130.9867648315, 46.3675666809,
149,1, 123.4280596924, 233.2711437988,
149,2, 99.1834745789, 88.6003756714,
149,3, 122.4781717682, 80.7757231140,
149,4, 165.2161225891, 427.4212280273,
150,0, 145.1011570740, 59.3324301147,
150,1, 124.9501072693, 257.0508135986,
150,2, 117.1539241028, 164.0652459717,
150,3, 106.9042947388, 24.9177066803,
150,4, 95.2593394470, 76.1306698608,
151,0, 113.2142214966, 42.0737097931,
151,1, 88.7161788940, 63.5148594666,
151,2, 143.0942906189, 291.4382427979,
151,3, 117.9401144409, 151.8992123413,
151,4, 133.3092796326, 73.6102989197,
152,0, 120.5467021179, 77.6605541992,
152,1, 142.9749588013, 76.3605993652,
152,2, 125.9234138489, 232.2802593994,
152,3, 134.1706726074, 177.6036309814,
152,4, 141.1915342712, 49.7878515625,
153,0, 91.8807257080, 49.5934584045,
153,1, 125.7051885986, 63.5973887634,
153,2, 110.0810375977, 330.8199670410,
153,3, 120.2997082520, 122.8671759033,
153,4, 140.0459706116, 48.6514260864,
154,0, 108.1548191833, 38.5463111115,
154,1, 117.0062405396, 341.5692169189,
154,2, 117.7530603027, 30.9838482666,
154,3, 113.0353309631, 137.2250109863,
154,4, 91.5634884644, 43.9060745239,
155,0, 85.7832965088, 64.5282247925,
155,1, 97.4089135742, 181.7416601562,
155,2, 108.2752432251, 134.7273809814,
155,3, 91.0630258179, 105.4683663940,
155,4, 116.0600769043, 56.8700257874,
156,0, 127.8765345764, 381.3943249512,
156,1, 119.9180639648, 125.9447637939,
156,2, 149.2885548401, 191.7051806641,
156,3, 120.6651036072, 127.5101156616,
156,4, 97.5152532959, 110.2230151367,
157,0, 85.7831682587, 77.6343663025,
157,1, 77.7173027039, 28.7547483063,
157,2, 104.0307775879, 98.3431622314,
157,3, 129.7632875061, 288.3167901611,
157,4, 106.0745310974, 66.4033938599,
158,0, 126.6428208923, 37.3718544006,
158,1, 97.3777326965, 137.5722888184,
158,2, 110.2908537292, 473.1747741699,
158,3, 180.0965319824, 1042.1103100586,
158,4, 182.2290777588, 55.9339985657,
159,0, 116.0346426392, 64.3845454407,
159,1, 92.8226113892, 170.9079953003,
159,2, 89.1472010803, 92.4022512817,
159,3, 127.9137446594, 168.5907199097,
159,4, 101.8310124207, 66.3027905273,
160,0, 107.4672645569, 172.2223852539,
160,1, 80.1450772095, 29.2454696655,
160,2, 84.6548417664, 96.9344912720,
160,3, 95.7231154633, 54.2873837280,
160,4, 82.3458598328, 125.2256936646,
161,0, 90.9154626465, 116.6847625732,
161,1, 100.6981091309, 27.9849281311,
161,2, 117.9490699768, 66.6504663086,
161,3, 101.6110075378, 118.1633728027,
161,4, 90.2641291809, 79.1857589722,
162,0, 103.3257807922, 53.5012812805,
162,1, 107.0564695740, 141.9118795776,
162,2, 105.9163179016, 479.0015869141,
162,3, 125.6675741577, 129.5277188110,
162,4, 134.0195991516, 42.4638262939,
163,0, 108.3042372131, 114.7942092896,
163,1, 107.6007589722, 102.2541607666,
163,2, 97.7053242493, 154.4199768066,
163,3, 77.5042175293, 75.2001518250,
163,4, 80.6154252625, 30.5882917786,
164,0, 76.0023274231, 22.4875008011,
164,1, 86.8581703186, 125.1157934570,
164,2, 112.2567013550, 52.7538235474,
164,3, 77.0814579010, 48.5969985962,
164,4, 82.8418423462, 56.7910299683,
165,0, 88.3202485657, 50.9264280701,
165,1, 107.6137104797, 194.2512182617,
165,2, 100.8579170227, 26.8399120331,
165,3, 85.4813102722, 47.0574787140,
165,4, 115.7636956787, 287.7924987793,
166,0, 200.5439715576, 761.6433007812,
166,1, 125.1526051331, 168.5753005981,
166,2, 122.7836018372, 49.8330552673,
166,3, 103.2682093811, 31.9113830566,
166,4, 98.5054936218, 41.2003118134,
167,0, 104.2594519043, 61.7933837891,
167,1, 146.0767333984, 51.3958486938,
167,2, 122.4897758484, 60.7514572144,
167,3, 77.9346562195, 199.8058392334,
167,4, 91.5368844604, 27.1729280090,
168,0, 66.8924344635, 189.5110345459,
168,1, 107.4896078491, 221.6810589600,
168,2, 112.6021810913, 244.1927789307,
168,3, 153.9883129883, 54.4845899963,
168,4, 96.6417443848, 39.8617097473,
169,0, 112.0398556519, 25.5961327362,
169,1, 84.7149673462, 71.6071524048,
169,2, 89.3089826965, 247.5449682617,
169,3, 73.8293209839, 67.9023477173,
169,4, 78.9766596985, 230.6156640625,
170,0, 79.1657026672, 19.4368888474,
170,1, 150.9706611633, 114.1747735596,
170,2, 117.4620204163, 168.6841061401,
170,3, 92.2304707336, 130.7991955566,
170,4, 74.8031388855, 29.5801399994,
171,0, 82.2987417603, 233.7611993408,
171,1, 127.9453796387, 91.1535494995,
171,2, 134.2440850067, 97.0156681824,
171,3, 93.7398867798, 102.0807464600,
171,4, 119.1963407898, 67.9909750366,
172,0, 83.3969152069, 59.1281398010,
172,1, 98.2231057739, 86.0775350952,
172,2, 79.8952955627, 91.3605461121,
172,3, 70.0479470825, 35.6691423798,
172,4, 96.3401557159, 47.5799555206,
173,0, 84.0578705597, 57.2278903198,
173,1, 95.0433758545, 120.3271588135,
173,2, 83.2205789948, 36.5652864838,
173,3, 79.6518606567, 29.0757424927,
173,4, 74.1705126953, 243.4712969971,
174,0, 68.7211191559, 72.7796817017,
174,1, 95.7349595642, 167.8734704590,
174,2, 73.6947873688, 25.9117446899,
174,3, 82.8777735901, 254.7127355957,
174,4, 84.0248475647, 103.2285348511,
175,0, 110.2582441711, 62.2893177795,
175,1, 75.2585401917, 41.0557137299,
175,2, 113.9070695496, 43.7395144653,
175,3, 113.7164823914, 51.4046685791,
175,4, 93.8522589111, 56.7367362976,
176,0, 102.5228776550, 46.0018778992,
176,1, 100.1713938904, 138.0832492065,
176,2, 64.8051906586, 58.3761640930,
176,3, 100.2872012329, 63.4577099609,
176,4, 98.9878877258, 47.2201838684,
177,0, 85.6966993713, 40.9216210175,
177,1, 75.6281152344, 37.7569314575,
177,2, 59.2507771301, 89.8791622925,
177,3, 86.1888097382, 77.9091941833,
177,4, 86.8389459229, 41.2789755249,
178,0, 81.0538208008, 51.6604859924,
178,1, 86.1904983521, 71.1572737122,
178,2, 79.4431500244, 33.9629287720,
178,3, 128.4057939148, 255.2530249023,
178,4, 151.7999435425, 200.6047290039,
179,0, 123.3223715210, 76.8941323853,
179,1, 82.1958979797, 40.6633866882,
179,2, 97.9021054077, 46.4763133240,
179,3, 78.7898688507, 59.1961962891,
179,4, 75.9737518311, 94.6709024048,
180,0, 96.1703427887, 26.1634015656,
180,1, 83.7781790161, 39.6433122253,
180,2, 82.5594351196, 146.4528335571,
180,3, 96.6237937164, 220.6455865479,
180,4, 84.5717370605, 190.7261114502,
181,0, 81.6635369873, 28.0469196320,
181,1, 82.9301805115, 23.7192372131,
181,2, 75.8051220703, 156.9752523804,
181,3, 52.8833834076, 48.6325418854,
181,4, 55.3093000793, 19.4817927551,
182,0, 77.4080906677, 92.2876562500,
182,1, 85.6156398010, 36.5138417816,
182,2, 88.7461769867, 160.5640988159,
182,3, 92.0635423279, 191.9254632568,
182,4, 103.2159872437, 59.5684368896,
183,0, 95.4706861877, 146.3335308838,
183,1, 83.9427224731, 122.2644226074,
183,2, 87.2980798340, 63.9619158936,
183,3, 77.6311764526, 49.0904174805,
183,4, 62.9023616791, 46.3862556458,
184,0, 82.7271537781, 67.7818453979,
184,1, 98.0250157166, 191.1733380127,
184,2, 122.1269618225, 273.0345007324,
184,3, 88.7942678833, 61.6228462219,
184,4, 80.0410369873, 153.0761358643,
185,0, 73.5445755005, 55.9383631897,
185,1, 73.3001988220, 45.5910706329,
185,2, 82.4853652954, 55.5529109192,
185,3, 83.3270384216, 42.6611660767,
185,4, 97.5351872253, 228.5363159180,
186,0, 91.0915842438, 98.8199566650,
186,1, 91.4084085083, 120.6842843628,
186,2, 97.7436157227, 67.4831526184,
186,3, 93.9735292053, 126.0368954468,
186,4, 84.0487664795, 45.5962635803,
187,0, 96.7069142914, 53.1155014801,
187,1, 63.6213443756, 43.2569671631,
187,2, 74.0006024933, 110.8441772461,
187,3, 86.7743849182, 34.0734352112,
187,4, 62.7691674805, 32.9673194885,
188,0, 71.4892343903, 32.4905686188,
188,1, 91.0936851501, 90.9231361389,
188,2, 65.3765274048, 31.1771957397,
188,3, 69.2064817810, 94.4993499756,
188,4, 71.1771341705, 79.7107078552,
189,0, 68.8662373352, 45.3392588806,
189,1, 95.0863354492, 341.3482861328,
189,2, 141.4947000122, 122.0658050537,
189,3, 100.4440161133, 83.9227072144,
189,4, 97.4980798340, 144.3815533447,
190,0, 73.0238099670, 73.6813948059,
190,1, 117.0678666687, 212.0683923340,
190,2, 97.9149252319, 90.5879963684,
190,3, 87.8780912781, 65.7822830200,
190,4, 92.9962895203, 95.5270138550,
191,0, 103.5500762939, 56.0873359680,
191,1, 67.6402260590, 67.8928338623,
191,2, 74.1411545563, 19.9034437180,
191,3, 71.2141873932, 49.1836961365,
191,4, 73.9464984894, 40.0174250031,
192,0, 77.4546742249, 31.9844600677,
192,1, 79.7293163300, 64.3393121338,
192,2, 94.2688955688, 40.0676280975,
192,3, 90.4098594666, 64.2625889587,
192,4, 82.8662438965, 179.4983898926,
193,0, 87.7820634460, 36.0848937225,
193,1, 81.9064407349, 24.5646038818,
193,2, 93.7041262817, 51.9568428040,
193,3, 98.9586302185, 38.0024362183,
193,4, 73.3913119507, 25.3013240433,
194,0, 78.5528991699, 40.4257337952,
194,1, 92.1410882568, 37.1450220490,
194,2, 85.4939338684, 37.8338830566,
194,3, 90.8362933350, 47.9535133362,
194,4, 74.1784483337, 76.9939802551,
195,0, 72.1572543335, 47.9634832764,
195,1, 70.2970384216, 78.4691485596,
195,2, 60.3211027527, 39.1554146576,
195,3, 71.9787842560, 37.2422031403,
195,4, 69.4040060425, 53.3996955872,
196,0, 77.1022096252, 18.9483568954,
196,1, 70.7215699768, 61.9077883911,
196,2, 83.2057635498, 105.4565109253,
196,3, 68.3283335114, 192.5389184570,
196,4, 80.7755033875, 24.4493410110,
197,0, 51.0070491028, 49.8528280640,
197,1, 76.9866021729, 92.2654028320,
197,2, 66.9483606720, 122.0117196655,
197,3, 87.5724186707, 37.6565402985,
197,4, 69.0317637634, 30.4173977661,
198,0, 62.1959054565, 139.2759835815,
198,1, 100.1166716003, 40.0995543671,
198,2, 75.9864754486, 58.3772276306,
198,3, 61.5193789673, 130.6798303223,
198,4, 60.2763059235, 298.8253674316,
199,0, 72.7534521484, 50.0565290833,
199,1, 75.9650659943, 75.8689076233,
199,2, 89.6740005493, 56.6842791748,
199,3, 80.5163490295, 29.1462304688,
199,4, 76.3196723175, 86.2860887146,
200,0, 98.9504531860, 34.4441682434,
200,1, 63.3504383087, 33.6774335480,
200,2, 75.1831362915, 142.3255572510,
200,3, 67.7411666107, 23.2830906677,
200,4, 61.3222911072, 125.5064614868,
201,0, 67.5730850220, 26.9550014877,
201,1, 78.3726380920, 38.2279431915,
201,2, 70.1705538940, 118.4278002930,
201,3, 89.3087020111, 80.7861770630,
201,4, 84.8441499329, 58.9708081055,
202,0, 84.1577523804, 38.2468828583,
202,1, 64.4760875702, 174.1840032959,
202,2, 68.6525010681, 48.8112457275,
202,3, 56.7648377228, 49.6575956726,
202,4, 65.9863448334, 18.7540498352,
203,0, 74.0149856567, 44.0769005585,
203,1, 65.6183071899, 80.5360864258,
203,2, 90.3093719482, 115.6188110352,
203,3, 78.6561289215, 46.9703862000,
203,4, 50.9270063782, 100.2139724731,
204,0, 53.4454338837, 26.3762530899,
204,1, 56.1635842133, 18.0456459808,
204,2, 71.0893018341, 30.7381401825,
204,3, 60.8160565186, 37.3906518555,
204,4, 72.0332086182, 22.9510713196,
205,0, 79.7458862305, 52.2349276733,
205,1, 64.9132546997, 31.6861049652,
205,2, 79.1020275879, 31.0364239502,
205,3, 60.1351105499, 235.9598358154,
205,4, 64.8565955353, 49.7762686157,
206,0, 108.2340515137, 61.4401945496,
206,1, 91.6077468872, 33.7948613739,
206,2, 74.3296706390, 34.3633667755,
206,3, 78.4578288269, 196.6514874268,
206,4, 62.5527158356, 104.9435131836,
207,0, 79.9200935364, 55.6695397949,
207,1, 66.8369128418, 36.3252712250,
207,2, 55.5215618134, 78.6636311340,
207,3, 73.0734182739, 31.8823400879,
207,4, 66.8763365173, 25.1668889618,
208,0, 74.3141679382, 105.9566015625,
208,1, 64.6539419556, 18.3967124176,
208,2, 55.1048034668, 73.6389903259,
208,3, 49.8719945526, 39.5420479584,
208,4, 58.9964520264, 50.5818121338,
209,0, 59.2159743500, 42.3065380859,
209,1, 60.0638053894, 30.4791287231,
209,2, 76.7807997894, 127.7531967163,
209,3, 67.5940249634, 16.2202708817,
209,4, 63.7982199860, 35.2024394226,
210,0, 54.1674884796, 28.3730925751,
210,1, 52.4165981293, 24.0646710968,
210,2, 78.9526766205, 140.3108911133,
210,3, 69.0202680969, 23.9074421692,
210,4, 95.8417679596, 131.4310336304,
211,0, 61.4282682800, 16.5108512497,
211,1, 48.0014006805, 19.7993981934,
211,2, 53.6569341278, 76.1284124756,
211,3, 54.9133845520, 15.1276834869,
211,4, 68.3078102875, 31.7272771454,
212,0, 58.2126837921, 15.9035456085,
212,1, 45.2239516449, 111.1122476196,
212,2, 60.3032649231, 51.5099409485,
212,3, 47.9969656372, 91.4647293091,
212,4, 60.8212252808, 33.2334551239,
213,0, 52.5001268768, 42.4631304932,
213,1, 62.6350701904, 21.2634180450,
213,2, 66.8465692902, 79.0233526611,
213,3, 62.9095240021, 18.2286264801,
213,4, 80.3183251190, 122.4920288086,
214,0, 92.3811853027, 192.7498278809,
214,1, 72.6659545898, 132.6254916382,
214,2, 67.7882025146, 87.1552667236,
214,3, 77.9349674988, 57.0726466370,
214,4, 55.4005548859, 92.3446859741,
215,0, 65.9587558746, 89.3369299316,
215,1, 73.3534732056, 86.1774490356,
215,2, 61.7186494446, 87.4168711853,
215,3, 56.3568324280, 20.9273902130,
215,4, 55.7267941284, 31.3804921722,
216,0, 49.9206581116, 28.3329353333,
216,1, 68.5913822174, 63.3748503113,
216,2, 68.3072622681, 52.0258457947,
216,3, 88.2052406311, 109.8081918335,
216,4, 66.7802901459, 105.2240155029,
217,0, 90.6102349854, 362.1708288574,
217,1, 78.5627169037, 17.1348110962,
217,2, 64.3560089874, 129.5818737793,
217,3, 57.0413794708, 103.4933718872,
217,4, 46.4129655457, 20.1621659851,
218,0, 108.0855459595, 71.6298027039,
218,1, 63.2544096375, 64.3349998474,
218,2, 58.4303615570, 69.8126152039,
218,3, 53.8457077026, 27.8845021057,
218,4, 60.6235482788, 55.1319442749,
219,0, 73.4972203064, 27.4812261200,
219,1, 54.7697249603, 14.2243237686,
219,2, 57.5959503174, 63.5067169189,
219,3, 52.6749950409, 23.9550924683,
219,4, 54.1704792023, 12.8722413254,
220,0, 51.4979232788, 48.3219186401,
220,1, 53.8886070251, 152.1746789551,
220,2, 56.2466271210, 120.5294003296,
220,3, 74.7002670288, 55.3894281006,
220,4, 68.5857756805, 93.4110676575,
221,0, 58.1090544891, 55.0637235260,
221,1, 58.8925304413, 24.9431247711,
221,2, 55.2063128662, 21.8710439682,
221,3, 57.1056247711, 12.8316041565,
221,4, 63.5753678131, 30.3979333496,
222,0, 46.1505941772, 25.5706823730,
222,1, 55.0268264008, 64.7406370544,
222,2, 65.7216265106, 14.8305168915,
222,3, 62.3499036407, 75.1854159546,
222,4, 42.7092250061, 25.7270474243,
223,0, 54.5651174164, 81.0838717651,
223,1, 97.9818568420, 28.5934243774,
223,2, 80.4825041199, 81.2534252930,
223,3, 73.0530290222, 45.1342043304,
223,4, 77.2631353760, 15.5443180466,
224,0, 54.4098120117, 41.8831647491,
224,1, 51.7843479919, 23.5349129486,
224,2, 65.7640763855, 23.9255467224,
224,3, 40.9876273346, 14.7250038528,
224,4, 46.4386650085, 34.8060935211,
225,0, 57.2768084717, 143.9485565186,
225,1, 61.2232040405, 22.6436324310,
225,2, 51.3886332703, 124.9563882446,
225,3, 67.6011949158, 16.9622425079,
225,4, 56.0397699738, 23.5883179855,
226,0, 51.3521358490, 62.9650646973,
226,1, 61.3176171112, 110.8196298218,
226,2, 69.3299057007, 32.6562213898,
226,3, 42.8864675903, 54.7922251892,
226,4, 39.5814315033, 43.3986984253,
227,0, 50.8636457062, 143.1763726807,
227,1, 52.9466632843, 35.8461957550,
227,2, 43.3955695343, 41.8482623291,
227,3, 48.5814546204, 36.4604696655,
227,4, 53.9948925018, 125.0792459106,
228,0, 54.1286722565, 54.9450755310,
228,1, 53.8204028320, 132.8217965698,
228,2, 60.4382431030, 39.4015375519,
228,3, 45.9404641724, 57.3120991516,
228,4, 50.6636739349, 77.1120091248,
229,0, 51.8350765991, 11.7947893143,
229,1, 52.8419955444, 20.7305479431,
229,2, 53.9865365601, 60.2120884705,
229,3, 87.2491265106, 28.0167908478,
229,4, 65.1261627197, 139.7497955322,
230,0, 61.2859084320, 66.1119793701,
230,1, 55.3975434875, 26.6656003571,
230,2, 47.5803267670, 32.9539314270,
230,3, 56.1087349701, 18.7582089996,
230,4, 53.0033037567, 88.0852673340,
231,0, 76.4822996521, 38.4300050354,
231,1, 51.0120265198, 84.7021018982,
231,2, 39.9631242371, 11.6345890808,
231,3, 38.6023007965, 10.8987361145,
231,4, 52.9397537231, 18.9786783218,
232,0, 44.1747553253, 19.8074616241,
232,1, 41.3039812469, 16.2593634796,
232,2, 56.3802641296, 28.4079291534,
232,3, 53.7780072021, 244.8728173828,
232,4, 63.2653923798, 15.9610170746,
233,0, 45.7230641937, 27.9048242950,
233,1, 61.9840193176, 42.9073803711,
233,2, 51.2149120331, 127.5976528931,
233,3, 64.6592127228, 39.3141654968,
233,4, 65.9130985260, 102.0825494385,
234,0, 70.6826072693, 19.7980473328,
234,1, 74.7992301941, 68.1268658447,
234,2, 77.2164039612, 74.6501298523,
234,3, 69.9913491058, 83.3315559387,
234,4, 51.0422107697, 46.3606135559,
