epoch,n, train_loss, valid_loss
977,0, 5.6867190170, 4.5535987854,
977,1, 4.9720854759, 6.5185044861,
977,2, 4.3086306286, 4.8303134727,
977,3, 5.0839273739, 5.0172398281,
977,4, 5.2369765377, 4.1605696297,
978,0, 6.4399115849, 5.2071678352,
978,1, 4.8538369083, 6.2392720890,
978,2, 5.0858442688, 4.6936397266,
978,3, 4.8689919996, 4.8526922512,
978,4, 5.8972037697, 6.4869162178,
979,0, 4.4192176914, 4.4820712280,
979,1, 5.2637014866, 7.2639402580,
979,2, 5.0492148209, 8.4218350601,
979,3, 5.7107694149, 5.0142644215,
979,4, 4.6662824440, 4.3772610283,
980,0, 4.4956939411, 3.7988637924,
980,1, 4.8274905109, 4.9292441940,
980,2, 4.3614000702, 3.2270183086,
980,3, 5.3129268169, 7.0624331856,
980,4, 6.5854850292, 7.5354489136,
981,0, 5.3561960506, 5.4412681007,
981,1, 4.5942161179, 6.1417080307,
981,2, 5.2103540325, 5.3184344578,
981,3, 5.1378365517, 3.0293490744,
981,4, 5.9665769863, 7.3598560333,
982,0, 6.0128241491, 4.4259770107,
982,1, 4.8851454735, 3.6536685371,
982,2, 5.1854068947, 7.2215228939,
982,3, 5.9982579327, 5.9775630379,
982,4, 6.0622750187, 5.0339682961,
983,0, 5.4661694241, 4.7346605110,
983,1, 6.0942526913, 5.9167444229,
983,2, 6.2788330173, 7.5971481133,
983,3, 5.4393430233, 3.8152553225,
983,4, 5.4887710285, 4.0179989529,
984,0, 4.9583239079, 4.2108271122,
984,1, 4.0442369080, 5.5274809647,
984,2, 4.8436534405, 5.9533945942,
984,3, 5.2460075283, 4.7423175716,
984,4, 5.4566423416, 4.5327663136,
985,0, 5.8588588142, 6.9507697678,
985,1, 4.4100973320, 6.2329665661,
985,2, 6.4682552147, 4.0159591675,
985,3, 4.9707083416, 4.5478603172,
985,4, 5.4659672117, 7.1953800201,
986,0, 4.7880965424, 4.9638912106,
986,1, 5.6877232361, 6.6665937233,
986,2, 5.8878002930, 4.6998506927,
986,3, 5.2696535110, 7.3721966362,
986,4, 5.2060548878, 5.7034260845,
987,0, 6.3974093628, 4.7049310970,
987,1, 4.5215860558, 4.6115428162,
987,2, 5.2084583473, 5.2555587578,
987,3, 6.3463377476, 6.1513666916,
987,4, 4.6802942562, 3.3151048851,
988,0, 4.4483585358, 4.0519251823,
988,1, 5.1175082302, 6.0765644550,
988,2, 6.0339532185, 6.5806749916,
988,3, 4.7896053600, 6.6729397392,
988,4, 5.6558098412, 6.4099337482,
989,0, 4.4800393534, 5.0403074455,
989,1, 4.6893322086, 6.1144420433,
989,2, 6.2005583763, 6.8570220757,
989,3, 5.1353436661, 4.7432400513,
989,4, 5.4793353367, 5.6871787643,
990,0, 5.8835199308, 8.2406290817,
990,1, 5.9476084709, 6.1895385456,
990,2, 5.7034080029, 5.7019300461,
990,3, 5.1410658741, 6.7336071873,
990,4, 4.3635544300, 3.1951290035,
991,0, 5.4666610575, 7.5287007141,
991,1, 5.2045308399, 6.2803816700,
991,2, 4.8330711174, 3.3139539957,
991,3, 5.7444214725, 4.8553507233,
991,4, 5.4846115398, 3.8541281414,
992,0, 4.7569627094, 4.2634682035,
992,1, 6.0315099335, 4.5892263508,
992,2, 6.0959590626, 5.8629287529,
992,3, 5.2668841839, 5.1586387539,
992,4, 5.1707561302, 3.7539714146,
993,0, 4.6161029720, 4.9426807022,
993,1, 4.8704957008, 5.2552616692,
993,2, 5.3057988214, 6.9631244469,
993,3, 5.2122619724, 4.3965474796,
993,4, 5.3117587471, 3.7863862038,
994,0, 6.8202730751, 5.7525357819,
994,1, 5.6577803564, 5.0206812859,
994,2, 4.9432612801, 3.4022979736,
994,3, 4.0332831717, 3.7209223461,
994,4, 5.6977812672, 4.8104616356,
995,0, 4.9951527786, 4.8501682758,
995,1, 5.3389621544, 8.3110373688,
995,2, 5.1756511402, 5.1888237286,
995,3, 5.6859210110, 4.6131731319,
995,4, 4.0198495579, 4.1703810215,
996,0, 4.4205902863, 4.4537424755,
996,1, 5.1035103607, 4.1290744400,
996,2, 4.3117409039, 4.5102289104,
996,3, 4.9477497101, 3.9807762814,
996,4, 5.1520968628, 7.9595013618,
997,0, 4.1920653629, 7.3421587372,
997,1, 4.7299574375, 4.0434170818,
997,2, 5.0730420828, 5.1721142673,
997,3, 5.2175927830, 4.4628603649,
997,4, 4.6957059860, 4.8460056591,
998,0, 6.0589796925, 7.2800165939,
998,1, 5.3818262672, 4.3955421734,
998,2, 5.2547602749, 4.0336361504,
998,3, 5.6145864487, 4.9043342686,
998,4, 5.0692806244, 6.1938678551,
999,0, 5.6200638390, 4.3276157379,
999,1, 5.2618751144, 5.5190517616,
999,2, 5.8349890518, 6.3232132530,
999,3, 5.2912926388, 6.1127857399,
999,4, 5.3427266598, 4.4839085960,
1000,0, 4.6146492481, 4.8386310673,
1000,1, 4.6075300312, 3.8455259228,
1000,2, 7.1714568710, 4.5181448650,
1000,3, 4.7094455910, 6.1807452965,
1000,4, 5.4338773155, 4.4006174564,
1001,0, 5.1259622669, 4.3014053154,
1001,1, 4.1361443043, 3.4062840176,
1001,2, 6.1654623890, 5.1482104778,
1001,3, 6.0961757565, 6.6133774662,
1001,4, 5.0815068340, 3.5898956871,
1002,0, 4.9374741411, 3.7011083508,
1002,1, 5.7662913322, 5.2970562172,
1002,2, 6.5016201210, 5.5354009724,
1002,3, 5.4995589256, 4.5777586269,
1002,4, 7.3343262196, 8.2224158478,
1003,0, 4.9433628559, 6.1583789539,
1003,1, 6.1586253548, 5.9543825817,
1003,2, 6.1633693886, 4.0893726254,
1003,3, 5.0223318863, 3.4293447495,
1003,4, 5.3492197418, 5.5420249081,
1004,0, 4.9045035791, 3.6378878641,
1004,1, 5.0391129017, 3.2424475002,
1004,2, 5.6257226181, 4.7102132797,
1004,3, 7.5154810333, 6.6432888603,
1004,4, 5.5690923500, 5.3787819099,
1005,0, 5.6036223698, 4.1405871201,
1005,1, 5.9207440281, 9.7432050514,
1005,2, 5.0970493603, 3.7568152714,
1005,3, 4.7498108196, 3.9484696102,
1005,4, 4.8354250908, 4.2045139503,
1006,0, 4.2977558994, 4.2566942024,
1006,1, 5.3526435947, 5.1568983078,
1006,2, 5.9620875168, 7.6178320122,
1006,3, 5.6242469978, 7.5043100357,
1006,4, 5.5476448154, 5.9594285297,
1007,0, 6.4377919912, 7.9103001595,
1007,1, 5.6673720741, 3.2497921562,
1007,2, 5.2919787502, 4.4349744987,
1007,3, 5.1480609035, 3.1209632969,
1007,4, 5.5768810272, 3.8680252457,
1008,0, 6.0477276325, 5.5631741428,
1008,1, 5.6197556496, 5.1909309864,
1008,2, 4.9061157608, 3.5497889328,
1008,3, 6.0861461067, 5.1476259518,
1008,4, 6.4018092442, 6.3391010857,
1009,0, 5.9048571682, 7.8040446663,
1009,1, 4.8256751442, 3.6363295507,
1009,2, 4.5634583139, 4.7379389572,
1009,3, 4.9666408730, 4.6480622864,
1009,4, 5.2879709196, 4.2878524399,
1010,0, 4.7627544689, 4.3592935753,
1010,1, 4.6578454781, 5.8040276051,
1010,2, 4.3055920506, 5.3127331066,
1010,3, 5.6997260571, 6.9532838440,
1010,4, 5.4609645367, 5.6071712017,
1011,0, 4.6192899370, 6.2382533169,
1011,1, 5.0059160328, 4.3681124496,
1011,2, 5.2846713543, 6.4285454559,
1011,3, 4.4908159351, 4.2726007366,
1011,4, 5.0188584518, 4.2118961334,
1012,0, 5.0998695278, 4.9723854351,
1012,1, 5.1261794090, 4.9836453152,
1012,2, 5.7101110744, 5.7353685760,
1012,3, 5.2630416584, 5.6722239971,
1012,4, 5.0414956760, 5.2109483337,
1013,0, 4.7900375175, 5.1317197990,
1013,1, 4.8623585892, 4.4197425652,
1013,2, 5.1208229256, 5.1181270313,
1013,3, 6.4087030411, 4.2919174767,
1013,4, 4.4919303799, 3.4862502956,
1014,0, 4.6762888908, 3.1550249243,
1014,1, 5.1997332191, 7.0111105537,
1014,2, 7.4888507938, 5.3675581169,
1014,3, 5.3599288654, 5.4439281940,
1014,4, 5.4838634586, 5.1027583599,
1015,0, 4.8073723030, 5.7270717430,
1015,1, 4.8679666424, 5.2005840206,
1015,2, 5.5840810394, 5.4181752300,
1015,3, 4.2593722153, 4.3161135292,
1015,4, 5.1744288254, 3.3958181953,
1016,0, 5.9374264812, 5.4495419025,
1016,1, 6.0706484509, 4.8878198719,
1016,2, 5.3435927963, 5.9554883766,
1016,3, 5.1512189674, 8.6590996933,
1016,4, 4.0911944580, 4.1569638824,
1017,0, 5.3742159653, 4.9340251160,
1017,1, 4.6486612320, 3.9037823486,
1017,2, 4.2165437269, 6.3868199921,
1017,3, 6.4334020233, 5.1223186874,
1017,4, 5.5552325630, 4.2093653774,
1018,0, 5.9964156055, 4.3625960159,
1018,1, 4.4826392460, 5.0597571850,
1018,2, 5.5952448845, 5.1710882282,
1018,3, 4.9932847691, 5.8491207695,
1018,4, 4.3557531214, 5.1052844620,
1019,0, 4.4968857002, 4.2830346584,
1019,1, 5.4323050642, 8.1203965759,
1019,2, 4.5676217651, 5.0794674778,
1019,3, 5.0340834332, 5.4005580902,
1019,4, 4.4415792465, 5.4912463284,
1020,0, 5.2648881435, 7.2647408867,
1020,1, 10.9124634933, 10.0375196838,
1020,2, 5.7018123436, 6.5065650749,
1020,3, 5.5183814144, 5.3186216164,
1020,4, 4.5783878231, 5.6115216255,
1021,0, 5.3527240705, 6.2665121078,
1021,1, 5.4577048540, 4.4846348667,
1021,2, 5.1073977852, 6.4560280704,
1021,3, 5.1097447681, 4.6309127140,
1021,4, 4.9511092663, 4.4282334423,
1022,0, 5.1121873665, 4.0906123638,
1022,1, 5.3744109917, 9.2169846344,
1022,2, 4.2786530685, 4.6080381393,
1022,3, 5.8953294468, 8.2373327065,
1022,4, 5.8742923737, 4.1818932247,
1023,0, 5.3334363699, 3.2804574394,
1023,1, 4.2032365322, 5.2498013592,
1023,2, 5.3046374416, 3.6922731400,
1023,3, 5.0725958633, 7.0460698700,
1023,4, 5.7842250347, 4.5687543011,
1024,0, 4.5359992599, 3.5169108582,
1024,1, 5.3434946251, 7.6572900009,
1024,2, 5.8366396713, 4.4103109360,
1024,3, 5.2157451153, 6.1259609222,
1024,4, 5.7795126438, 6.4929705524,
1025,0, 5.6994099236, 7.6243974304,
1025,1, 5.2897535181, 4.8721906948,
1025,2, 4.8091701603, 4.1559418869,
1025,3, 5.5468801117, 5.2848955154,
1025,4, 5.6052335644, 3.9045329857,
1026,0, 4.2913183069, 4.5494785881,
1026,1, 7.2823969460, 7.9498015785,
1026,2, 4.9850661469, 4.8049335241,
1026,3, 4.6471433544, 4.4568957138,
1026,4, 5.4631822205, 4.8513574219,
1027,0, 5.6583223534, 3.2070979452,
1027,1, 4.8526684093, 6.3497913361,
1027,2, 4.9459236145, 5.8825005150,
1027,3, 5.2144798851, 4.0579243183,
1027,4, 5.4639549065, 6.0237511158,
1028,0, 5.3728256607, 4.1492598152,
1028,1, 5.2199538326, 4.3342787933,
1028,2, 5.3737721539, 4.1122077179,
1028,3, 4.8712713909, 3.4827485180,
1028,4, 4.6922935534, 5.8068094826,
1029,0, 4.0384887886, 3.1648921490,
1029,1, 5.1378308582, 7.5439710808,
1029,2, 5.1427394676, 5.3872563171,
1029,3, 5.1001029205, 6.6525088310,
1029,4, 5.7106880665, 5.7861560059,
1030,0, 4.9902279949, 6.2340325928,
1030,1, 5.9119771481, 5.6040511322,
1030,2, 5.3195055389, 5.0122339344,
1030,3, 6.0653048897, 5.7289710522,
1030,4, 5.6491322613, 5.5042422295,
1031,0, 4.5902262402, 5.9586735344,
1031,1, 5.9285330296, 4.8502259636,
1031,2, 4.6885385704, 3.6128029537,
1031,3, 4.4317637634, 3.4779637527,
1031,4, 4.6610598373, 3.8623773193,
1032,0, 6.3329820061, 4.5269628620,
1032,1, 6.6965186071, 6.0695736027,
1032,2, 6.0100564098, 4.3595570755,
1032,3, 5.6295512104, 6.1663316536,
1032,4, 5.7178807354, 6.2360058403,
1033,0, 5.7012281895, 5.9497966099,
1033,1, 4.7933183146, 5.4150477791,
1033,2, 4.9908873177, 5.8257479095,
1033,3, 5.2417139912, 3.3226268959,
1033,4, 4.9023199844, 4.6427127838,
1034,0, 4.7677931786, 4.2275481892,
1034,1, 5.0944525003, 5.5315471077,
1034,2, 7.0771939945, 9.6179977417,
1034,3, 6.1924941826, 8.3108829117,
1034,4, 4.9988092804, 5.3504619884,
1035,0, 7.3834419441, 7.4616497040,
1035,1, 7.7718928051, 5.7100301933,
1035,2, 4.7927600861, 5.3518329811,
1035,3, 5.2317903709, 7.4199771595,
1035,4, 4.7330927181, 6.2225111771,
1036,0, 5.6399041367, 5.7633477974,
1036,1, 4.9178624058, 5.4387833691,
1036,2, 6.0506355810, 9.0489375114,
1036,3, 5.2999909115, 5.1597331047,
1036,4, 4.6743013763, 4.4156474113,
1037,0, 5.7027755833, 6.8093721199,
1037,1, 4.7038781643, 6.1886244488,
1037,2, 5.6284875584, 3.4937852955,
1037,3, 5.2202933407, 7.2323750305,
1037,4, 4.6812159491, 4.0399794769,
1038,0, 5.0792741680, 5.1586741924,
1038,1, 8.3867029667, 5.9301220989,
1038,2, 5.4861850834, 5.2319674969,
1038,3, 5.4857902908, 5.0724465561,
1038,4, 4.5250443268, 6.5607950783,
1039,0, 5.0928377199, 4.9273945236,
1039,1, 5.0687605190, 5.2187610722,
1039,2, 5.4725302315, 3.4467872524,
1039,3, 4.9126299286, 6.7681935692,
1039,4, 5.6148086023, 6.9641529274,
1040,0, 6.0271435070, 5.1453452969,
1040,1, 5.6970071411, 6.4114992237,
1040,2, 4.9812742901, 4.7234661007,
1040,3, 5.8945402288, 6.5162471390,
1040,4, 4.5412129879, 4.9870538235,
1041,0, 5.2057321453, 4.7895828915,
1041,1, 4.8721268511, 6.5377529144,
1041,2, 5.2991180134, 3.9957492447,
1041,3, 4.3544502068, 4.9122164154,
1041,4, 5.9531294632, 5.0707856846,
1042,0, 4.7546382236, 5.9857661247,
1042,1, 7.8514425373, 6.4975226879,
1042,2, 9.5854870033, 12.8725544357,
1042,3, 5.1249355412, 7.0751609421,
1042,4, 5.0953984547, 4.8346848488,
1043,0, 5.1706409931, 4.6064805984,
1043,1, 4.9437832165, 6.2806441593,
1043,2, 5.0218681622, 6.5449146366,
1043,3, 5.5721412277, 5.8202152061,
1043,4, 4.6263636589, 5.9416936207,
1044,0, 5.9582296085, 9.5187256622,
1044,1, 5.3187468338, 4.0330991077,
1044,2, 4.5551961994, 6.2527010155,
1044,3, 5.4425985146, 4.3563174343,
1044,4, 4.9722137117, 6.3820621109,
1045,0, 4.8510490990, 6.2602065659,
1045,1, 5.4875955296, 7.0379821587,
1045,2, 5.8444750023, 5.7920013809,
1045,3, 5.5742714167, 6.9572427177,
1045,4, 5.4283024502, 6.7246796894,
1046,0, 5.3433511066, 4.5806628323,
1046,1, 4.8742383766, 5.9137893772,
1046,2, 6.4164808178, 6.8122606659,
1046,3, 5.1297071648, 4.5442692375,
1046,4, 5.2755530167, 4.6933983135,
1047,0, 5.4689297104, 5.1344619465,
1047,1, 5.7916244602, 5.3074829674,
1047,2, 4.5740761852, 3.8839203453,
1047,3, 5.1836682653, 6.0153019810,
1047,4, 4.5833630562, 4.2253287888,
1048,0, 5.4071605921, 3.6904901314,
1048,1, 5.1830114555, 5.4900941658,
1048,2, 6.9340900517, 6.2431066799,
1048,3, 4.7051099873, 4.0776509190,
1048,4, 5.2737772465, 5.8630314255,
1049,0, 4.6769917393, 5.0532321453,
1049,1, 5.4850923824, 4.5881177330,
1049,2, 5.3598486567, 5.6999101543,
1049,3, 5.2123573971, 3.9198992443,
1049,4, 4.4500875950, 5.8666895771,
1050,0, 4.5836213684, 5.4437927437,
1050,1, 5.7992229843, 7.7558912849,
1050,2, 4.5050404501, 4.1962443638,
1050,3, 6.0947044086, 5.3381777573,
1050,4, 5.9152538204, 7.9326896381,
1051,0, 5.7492798233, 5.4017967510,
1051,1, 4.6686763477, 6.3181667805,
1051,2, 4.7395649719, 4.9823503017,
1051,3, 5.9108037758, 5.0300814915,
1051,4, 5.1078237915, 4.3992206764,
1052,0, 5.5003447914, 8.1406423569,
1052,1, 5.7363436508, 5.3225448704,
1052,2, 4.5872290277, 6.0267229652,
1052,3, 4.4822306633, 5.1508894634,
1052,4, 4.9313102055, 3.3928328419,
1053,0, 5.4020379305, 4.5446668148,
1053,1, 5.4235637951, 5.5924076271,
1053,2, 5.4315386248, 6.8410437012,
1053,3, 5.4027407169, 5.9406845760,
1053,4, 5.1041856956, 4.2856494617,
1054,0, 5.3498591709, 4.4538420582,
1054,1, 5.0509557343, 5.5345596027,
1054,2, 4.9149165964, 4.1703417873,
1054,3, 5.2357804394, 4.5073919868,
1054,4, 7.3634273052, 3.7313968658,
1055,0, 5.6524748325, 5.5832110119,
1055,1, 4.8223383427, 5.3205867195,
1055,2, 5.6299285316, 6.9022512436,
1055,3, 4.9798338890, 4.8099487972,
1055,4, 5.3955466127, 4.1705841637,
1056,0, 4.4850657845, 4.6098823357,
1056,1, 4.3944974041, 4.8217263794,
1056,2, 5.3624756622, 4.7336266136,
1056,3, 3.9146923542, 4.6215154743,
1056,4, 4.8818670750, 5.5057174778,
1057,0, 5.1186096859, 4.0501624489,
1057,1, 5.5613610220, 6.1604540443,
1057,2, 6.1176528072, 7.7251404762,
1057,3, 6.1332957220, 6.7974215889,
1057,4, 5.0735577679, 5.8129995155,
1058,0, 7.0154827404, 8.0544357872,
1058,1, 5.0756785870, 5.2532395554,
1058,2, 5.2914061928, 4.3109173298,
1058,3, 5.1826269531, 3.9445094776,
1058,4, 4.7896145439, 5.3827437019,
1059,0, 4.4496010876, 5.4770390987,
1059,1, 4.6674760056, 4.3455686855,
1059,2, 4.6025791550, 4.7314625835,
1059,3, 4.9212093639, 4.8344249916,
1059,4, 5.5042570210, 5.6787065411,
1060,0, 5.0782609844, 5.0925274563,
1060,1, 6.2800267982, 6.9689629364,
1060,2, 4.0418616629, 4.9481283474,
1060,3, 5.0554951668, 5.9053554726,
1060,4, 4.0642707539, 2.3028043461,
1061,0, 5.6486501694, 4.7456705952,
1061,1, 4.2753930426, 3.5963347626,
1061,2, 3.8668837357, 4.5555988312,
1061,3, 4.3653138161, 3.5114610767,
1061,4, 4.9822640324, 3.1220715523,
1062,0, 5.0615924263, 6.4732070541,
1062,1, 5.0243652153, 4.1961860466,
1062,2, 4.5281641197, 4.0767043591,
1062,3, 5.3173231792, 5.8899164486,
1062,4, 5.8190772533, 3.6109406948,
1063,0, 5.9346944714, 8.4458298874,
1063,1, 5.1284217405, 4.7443106365,
1063,2, 5.0653831482, 4.2665118408,
1063,3, 4.4598734856, 6.5240170765,
1063,4, 4.6210696507, 4.8653068638,
1064,0, 4.7964956379, 4.6505301476,
1064,1, 4.6925527287, 5.9225509262,
1064,2, 5.1756368828, 6.1637575245,
1064,3, 4.9073310661, 4.2184835339,
1064,4, 5.7682124805, 4.9272285748,
1065,0, 6.5877808762, 4.1044129181,
1065,1, 4.4545856285, 5.9714292812,
1065,2, 5.6218355942, 6.2400886345,
1065,3, 5.4933886909, 5.4151274204,
1065,4, 4.8548950768, 4.1184331894,
1066,0, 4.7384705734, 5.8203188896,
1066,1, 5.0540075731, 4.0619440126,
1066,2, 5.1374885845, 5.6411144638,
1066,3, 5.0067220211, 3.7701989174,
1066,4, 4.9241209888, 4.6353291321,
1067,0, 5.0704514885, 6.0634932137,
1067,1, 5.1095687103, 7.8472935104,
1067,2, 7.1426209641, 7.1607311916,
1067,3, 5.1677667809, 6.8577810097,
1067,4, 5.6243655777, 5.3679526138,
1068,0, 4.9911534691, 3.7968722630,
1068,1, 4.4456268358, 5.2366370964,
1068,2, 4.9776717234, 4.5897231579,
1068,3, 5.1796483707, 4.8576308727,
1068,4, 5.1474781990, 7.5131828499,
1069,0, 5.6924258614, 4.8677693176,
1069,1, 5.5384099197, 5.3270092964,
1069,2, 5.6399810886, 5.5910854244,
1069,3, 4.9872475815, 4.8531140041,
1069,4, 4.6686703300, 5.5209571075,
1070,0, 5.5380530262, 3.4884321976,
1070,1, 5.3589378166, 4.4445984077,
1070,2, 5.2942832279, 4.9792578316,
1070,3, 4.4231034756, 4.8823360252,
1070,4, 5.0153584719, 4.8280747318,
1071,0, 4.5249881363, 4.1055089903,
1071,1, 5.1504274464, 5.2514941597,
1071,2, 5.2822725964, 3.6880399323,
1071,3, 4.0870795536, 4.0558669949,
1071,4, 5.2759175062, 5.0345873165,
1072,0, 4.5976257420, 5.3312672234,
1072,1, 4.8211910772, 4.2755559444,
1072,2, 5.2915881824, 6.3454215050,
1072,3, 4.7374715042, 6.0710641766,
1072,4, 4.2627981710, 6.7717803574,
1073,0, 5.3712084007, 4.0051363659,
1073,1, 5.2796737289, 5.0233813763,
1073,2, 5.1901838970, 5.1833042240,
1073,3, 5.9706209183, 4.7159557915,
1073,4, 4.7530862331, 5.7736105919,
1074,0, 5.3114725971, 4.4758995724,
1074,1, 4.7185670185, 4.5112916279,
1074,2, 4.9577010250, 5.0401515102,
1074,3, 4.4470569992, 5.4491893864,
1074,4, 4.8595406818, 4.6463168144,
1075,0, 5.2140742779, 8.5960101128,
1075,1, 4.6416019726, 3.9229231739,
1075,2, 6.5082644749, 4.9657437801,
1075,3, 5.0826458168, 3.9478712225,
1075,4, 6.2700023222, 6.7626801682,
1076,0, 4.8805116749, 4.5458289528,
1076,1, 4.7353542137, 4.0487512112,
1076,2, 4.5028364658, 4.3239252472,
1076,3, 5.0427035999, 5.8612783241,
1076,4, 5.3716793728, 5.5374813366,
1077,0, 4.6382841492, 5.2143518066,
1077,1, 6.7231055450, 6.6997889042,
1077,2, 4.9832456064, 4.0651731396,
1077,3, 4.7588617897, 7.3872404671,
1077,4, 7.7406787968, 4.7223720741,
1078,0, 5.6820741081, 4.7273122025,
1078,1, 5.6364241600, 5.4319445896,
1078,2, 4.5258564758, 4.6235375023,
1078,3, 5.8160799265, 3.9465589809,
1078,4, 4.3653891373, 4.0943007374,
1079,0, 5.4426223087, 5.1976694965,
1079,1, 4.0687637091, 4.9718917465,
1079,2, 5.3117470932, 6.3512545586,
1079,3, 4.3733003235, 4.5451261520,
1079,4, 5.4793650055, 5.7203695011,
1080,0, 4.4347703409, 4.1474540234,
1080,1, 5.2278258228, 4.1890707970,
1080,2, 4.6199195957, 5.3261972904,
1080,3, 5.3374404716, 5.0839723110,
1080,4, 5.9632577896, 4.4924521542,
1081,0, 5.7814588833, 6.0937051582,
1081,1, 5.0989312649, 5.0193372059,
1081,2, 5.6607884407, 4.8760588169,
1081,3, 5.2211833906, 5.4581094170,
1081,4, 4.5951234865, 4.0657008648,
1082,0, 5.5136513138, 4.7767389774,
1082,1, 4.3697214603, 4.2999187374,
1082,2, 4.5266070557, 3.6331121635,
1082,3, 4.3859426022, 5.8001414204,
1082,4, 4.0768754101, 4.2826791954,
1083,0, 6.2472106552, 4.5413552570,
1083,1, 4.2604246902, 4.3102523804,
1083,2, 5.2448667049, 6.6192648506,
1083,3, 4.8512892628, 5.2588736248,
1083,4, 5.4817476082, 4.8176099968,
1084,0, 5.3464158916, 5.1645272160,
1084,1, 6.5876224422, 5.9342903042,
1084,2, 4.4371602821, 3.6089975071,
1084,3, 5.0509601593, 5.3513327122,
1084,4, 5.0953977585, 4.1235802364,
1085,0, 5.1219795704, 4.1685296535,
1085,1, 4.7686898470, 4.3293103981,
1085,2, 4.9006613731, 4.7465138626,
1085,3, 4.8760035896, 7.6561047363,
1085,4, 5.2371147156, 6.8072121048,
1086,0, 4.0057728863, 4.9144778347,
1086,1, 5.4800178146, 4.6478381729,
1086,2, 5.2051304817, 6.6216034508,
1086,3, 5.6873494148, 7.5291788673,
1086,4, 4.4827778149, 4.4033431625,
1087,0, 5.5473009777, 4.5730832481,
1087,1, 5.2858227682, 6.8287923717,
1087,2, 4.8547829628, 5.6121325684,
1087,3, 4.7666459846, 6.3077472019,
1087,4, 5.4436559391, 5.7572860813,
1088,0, 5.1498186207, 6.1946539021,
1088,1, 4.8659294987, 5.3181711388,
1088,2, 5.3897131634, 4.9062260818,
1088,3, 5.1899422264, 5.0150639153,
1088,4, 5.0337784767, 5.7117126560,
1089,0, 5.9636133099, 4.4211999607,
1089,1, 5.1277130508, 5.5806616688,
1089,2, 4.3676154613, 5.4485946465,
1089,3, 5.9010359955, 6.6725407982,
1089,4, 5.3240269375, 5.0764938545,
1090,0, 4.8600293541, 3.9947733307,
1090,1, 4.3823595810, 5.6300307083,
1090,2, 5.8316697931, 5.4885670757,
1090,3, 6.0565709305, 6.4075660896,
1090,4, 4.9149571371, 3.1248143005,
1091,0, 4.6729986191, 4.3467546177,
1091,1, 5.9007793045, 5.7578864574,
1091,2, 5.2383019924, 4.0045261192,
1091,3, 5.0716147709, 5.9000151730,
1091,4, 5.1144965649, 5.9848915195,
1092,0, 6.0913979912, 7.1026534653,
1092,1, 5.3929271317, 5.3104166698,
1092,2, 4.3288782787, 3.9907745743,
1092,3, 5.5565489101, 6.6079906368,
1092,4, 5.0644996357, 5.9110750961,
1093,0, 6.2610623360, 4.7765665245,
1093,1, 4.7384639072, 7.1706974125,
1093,2, 4.9860332012, 5.4065872097,
1093,3, 5.7240212154, 6.6403783035,
1093,4, 4.7982297897, 4.7465091705,
1094,0, 6.6785895348, 8.1993217850,
1094,1, 4.7387053013, 6.0484134293,
1094,2, 3.9881430817, 3.7334479427,
1094,3, 5.8205031204, 6.0342679310,
1094,4, 5.3792129230, 6.1808696938,
1095,0, 5.1528006172, 4.6678313446,
1095,1, 4.1717238331, 6.5773292542,
1095,2, 5.3928536320, 4.8576442528,
1095,3, 5.9301881027, 6.0515306759,
1095,4, 4.2449206877, 3.6179713821,
1096,0, 4.3121139574, 4.3374119377,
1096,1, 7.2158865833, 7.6569530869,
1096,2, 4.9521635437, 5.7661307907,
1096,3, 4.8963496590, 3.9828548908,
1096,4, 5.9690433025, 4.6788601398,
1097,0, 4.8650885773, 4.7493845081,
1097,1, 5.4536963272, 3.0771101332,
1097,2, 5.1945673847, 4.3731489658,
1097,3, 5.2127036953, 4.2299685287,
1097,4, 4.2033329487, 4.5230906010,
1098,0, 4.7727948093, 4.0763476181,
1098,1, 4.9776018143, 6.0958554077,
1098,2, 5.0879336357, 5.2321484947,
1098,3, 4.1799973726, 5.1355814743,
1098,4, 5.4742250061, 3.4855800438,
1099,0, 5.2856161594, 5.7534020233,
1099,1, 4.6529363251, 5.7720947838,
1099,2, 4.8136437416, 5.5155847168,
1099,3, 4.9300949574, 6.6580804729,
1099,4, 5.0031799316, 4.0334819698,
1100,0, 5.0190049267, 4.2580640602,
1100,1, 4.0308414555, 7.1454954338,
1100,2, 4.6442335320, 4.6238631630,
1100,3, 5.1527459812, 6.2373673248,
1100,4, 5.0109481525, 7.3448558426,
1101,0, 4.1849236727, 3.6892858839,
1101,1, 4.5640080309, 4.9170252991,
1101,2, 5.3210050774, 4.0849970627,
1101,3, 5.2844600534, 5.6017067814,
1101,4, 6.1199222565, 4.7487707520,
1102,0, 5.1045795679, 5.2297097778,
1102,1, 5.0295009375, 4.9717127705,
1102,2, 4.6542747593, 4.8470504570,
1102,3, 6.2830797386, 4.9965832710,
1102,4, 4.5988186741, 5.0187161350,
1103,0, 4.5806138134, 3.5045131016,
1103,1, 5.2104415512, 5.1255830002,
1103,2, 4.7437825680, 4.2580162907,
1103,3, 5.7548834705, 3.7580155563,
1103,4, 4.4524184132, 5.1834063625,
1104,0, 4.9902621651, 5.5675771809,
1104,1, 4.4431059122, 4.3277956581,
1104,2, 4.4555429935, 6.2302919197,
1104,3, 5.8580178070, 8.9061783791,
1104,4, 4.9349161148, 3.2592177010,
