87	283.687	394	320.384	815	336.098	1500	361.978
61	553.793	162	627.216	605	543.059	1500	1294.09
74	438.207	430	529.975	880	561.288	1600	613.138
79	186.489	339	205.238	732	175.684	1400	401.274
128	353.911	357	369.409	617	372.086	1700	316.227
70	504.976	354	588.572	788	572.907	1400	923.585
84	240.974	354	286.449	810	302.169	1600	330.307
57	612.58	459	694.434	856	735.347	1400	794.069
65	663.145	571	757.896	996	802.645	1600	876.77
90	467.001	376	499.714	695	510.969	1600	561.301
64	320.07	374	351.786	680	373.763	1300	283.125
75	265.904	316	286.978	603	294.574	1300	327.57
87	633.364	422	683.19	860	682.85	1700	1000.82
59	584.464	157	648.059	795	501.417	1600	1125.34
71	301.136	410	340.024	778	350.739	1600	395.597
66	327.665	150	328.065	484	266.345	1300	696.578
113	242.416	379	260.241	708	265.777	1600	412.325
63	151.468	337	179.949	644	191.095	1300	203.494
54	425.783	347	498.577	867	475.887	1500	851.865
94	579.264	508	628.16	898	640.208	1700	795.6
89	273.143	490	298.408	937	315.674	1500	332.703
53	496.911	107	571.199	121	574.262	121	574.262
97	203.76	313	247.604	688	258.462	1600	282.787
102	320.669	454	381.068	844	392.388	1700	497.955
83	476.533	475	510.271	889	532.231	1700	607.004
65	274.994	359	298.112	699	291.244	1400	630.037
83	411.83	382	455.349	737	472.656	1600	519.169
45	373.069	355	439.224	686	464.047	1100	535.613
72	468.394	152	556.592	806	612.227	1700	1265.98
92	442.237	426	537.192	838	564.205	1700	631.207
58	246.99	414	271.308	752	285.045	1300	308.413
71	789.344	519	905.587	949	945.482	1600	1124.8
75	128.389	341	141.049	713	147.373	1500	164.059
61	167.312	159	195.432	591	206.932	1300	228.254
74	241.074	204	304.832	581	308.004	1600	337.435
63	563.557	545	645.016	1000	675.118	1600	851.465
53	653.862	293	764.176	745	797.502	1400	1013.47
61	331.276	532	370.705	991	386.051	1600	505.767
55	456.006	258	515.495	668	474.594	1200	941.645
55	550.721	442	606.753	860	649.782	1400	702.916
68	188.134	319	229.915	669	216.974	1300	453.143
67	162.528	209	217.75	485	226.668	1400	237.789
57	220.45	383	244.6	738	226.241	1300	390.705
67	216.401	541	265.644	1005	280.158	1600	301.353
90	421.775	477	458.425	860	468.469	1700	512.406
51	417.063	333	452.619	623	469.586	1200	524.575
53	650.591	424	724.778	794	772.628	1200	832.242
96	139.733	386	150.355	767	157.543	1600	165.196
74	571.602	428	614.794	892	594.754	1600	1014.87
55	463.175	365	507.773	1059	573.648	1600	515.721
89	331.574	260	413.379	646	436.25	1700	469.823
63	221.422	265	277.175	550	292.991	1600	172.146
88	404.002	397	430.31	878	421.437	1700	745.138
77	220.906	153	249.231	565	201.714	1600	636.567
61	571.929	417	639.644	987	699.675	1500	755.072
142	275.318	333	295.971	670	304.098	1700	317.075
69	792.666	411	851.168	873	797.93	1500	1603.81
83	457.654	295	535.956	535	540.088	1400	678.021
75	630.352	421	701.647	827	729.372	1600	798.152
82	334.83	548	377.809	989	401.219	1600	434.272
73	251.293	407	277.131	776	289.306	1400	321.742
74	111.22	317	114.589	589	117.072	1200	130.376
87	193.721	352	215.069	654	205.845	1500	283.537
56	593.124	505	678.107	915	638.393	1400	655.873
65	431.143	386	478.425	756	462.43	1500	377.674
72	320.797	139	351.328	559	306.725	1400	672.749
68	308.554	447	338.316	843	353.306	1500	411.178
64	318.991	420	355.904	754	374.888	1300	408.327
66	725.409	201	802.572	790	578.379	1500	1276.01
100	413.453	419	526.029	763	530.845	1600	651.09
78	257.253	389	288.468	774	299.987	1400	318.591
90	261.668	402	270.77	814	239.665	1700	653.012
65	295.636	169	350.55	696	369.475	1500	863.222
82	245.329	378	276.582	696	288.386	1500	346.11
91	243.145	431	267.511	810	279.762	1600	258.049
85	248.502	422	277.692	762	288.452	1600	326.137
83	330.873	326	349.898	764	320.941	1600	797.472
