epoch,n, train_loss, valid_loss
1101,0, 3.3718076897, 3.0151335955,
1101,1, 3.6644502115, 3.8506052208,
1101,2, 3.3147841597, 3.6231785917,
1101,3, 3.8819025898, 4.1280440426,
1101,4, 3.9611896038, 2.6076838827,
1102,0, 3.0123622513, 2.9091029787,
1102,1, 3.9833846283, 4.7104318619,
1102,2, 3.7825170374, 3.1592775297,
1102,3, 4.2666039610, 3.6983022404,
1102,4, 3.1852682304, 3.6086257744,
1103,0, 3.3083877659, 4.2448871136,
1103,1, 3.2419760990, 3.2012668610,
1103,2, 3.5926126862, 3.3655880451,
1103,3, 2.8308077288, 2.6203810310,
1103,4, 3.2570186472, 2.5473938513,
1104,0, 2.9922369719, 2.3619474363,
1104,1, 3.0820635128, 2.5636235952,
1104,2, 3.6839122105, 3.5276731396,
1104,3, 3.6528621197, 2.3669205809,
1104,4, 3.3825994110, 3.8531500578,
1105,0, 2.6194140434, 2.8596315765,
1105,1, 3.4558293200, 3.4066016197,
1105,2, 3.3174282598, 3.7651122999,
1105,3, 3.1971170044, 3.4031463480,
1105,4, 3.3712270689, 4.3415857792,
1106,0, 3.4092134428, 3.7505954456,
1106,1, 3.9947839022, 2.4520450544,
1106,2, 3.4166628313, 2.8129184055,
1106,3, 3.4831833172, 4.2273100710,
1106,4, 3.2908776283, 2.7773923540,
1107,0, 3.2856514454, 4.0169326305,
1107,1, 3.5636252403, 3.6234884596,
1107,2, 2.9262215567, 4.1685241938,
1107,3, 3.5014023590, 2.5476048803,
1107,4, 3.6565242434, 3.7169595146,
1108,0, 5.9232214975, 3.7434253311,
1108,1, 3.6336023092, 4.3287932920,
1108,2, 2.9818795633, 2.1581478357,
1108,3, 3.7003726673, 2.6254575109,
1108,4, 3.3581782484, 2.4533566380,
1109,0, 3.2663695765, 3.5786870289,
1109,1, 3.2060023499, 3.6646398163,
1109,2, 3.0858567715, 2.2213794136,
1109,3, 3.3459850073, 2.3581596327,
1109,4, 3.1695368338, 3.2134397840,
1110,0, 3.5523510551, 2.9884548664,
1110,1, 3.4627253246, 2.1319449377,
1110,2, 3.1408530807, 3.1458871174,
1110,3, 4.2279503918, 5.1342038536,
1110,4, 4.0994957590, 3.9152518177,
1111,0, 3.3238409567, 3.5221609020,
1111,1, 3.6695608377, 2.3088871527,
1111,2, 4.1850439501, 3.3274623013,
1111,3, 3.0979819679, 2.6160233879,
1111,4, 4.0827338362, 4.1833769798,
1112,0, 3.9023584366, 2.9357112169,
1112,1, 3.4364036274, 2.9157388830,
1112,2, 2.9131055832, 4.0953758240,
1112,3, 3.5600797510, 2.9508554745,
1112,4, 3.8410661411, 3.2374481058,
1113,0, 3.9128481388, 3.1265055990,
1113,1, 3.0554329920, 2.7078945255,
1113,2, 3.6730683804, 4.1677344275,
1113,3, 4.8503332710, 4.4445946884,
1113,4, 3.1349093628, 2.6723010349,
1114,0, 3.1740950632, 2.5883142948,
1114,1, 3.4471518278, 3.8931963634,
1114,2, 3.4672789812, 3.1390447617,
1114,3, 3.1887174702, 3.6469731712,
1114,4, 2.9008799934, 3.4000044298,
1115,0, 3.2585310411, 2.5751551390,
1115,1, 3.5799456930, 4.0195303822,
1115,2, 2.8064534807, 4.1069430351,
1115,3, 3.0674669075, 2.4760302925,
1115,4, 3.3371663046, 3.5113642406,
1116,0, 3.3270539522, 2.8897095299,
1116,1, 3.4461097622, 4.3113343811,
1116,2, 3.8495835590, 2.6992391396,
1116,3, 3.5229201078, 2.9121261978,
1116,4, 2.9431983995, 3.8972734880,
1117,0, 3.1644135237, 2.4527420282,
1117,1, 3.2363186789, 2.8292028189,
1117,2, 5.7673504257, 4.5328003263,
1117,3, 4.2410571098, 2.1106100512,
1117,4, 3.1134547281, 3.9160002136,
1118,0, 2.8628065872, 2.4405172062,
1118,1, 3.3195281601, 3.9916499805,
1118,2, 3.9301973486, 3.0848236799,
1118,3, 4.3649899435, 2.6180907726,
1118,4, 3.1088986254, 3.8229067135,
1119,0, 3.0103527927, 2.1983808613,
1119,1, 3.4589943027, 2.2833527994,
1119,2, 3.0790067148, 4.6511293697,
1119,3, 5.2723446560, 4.0532534027,
1119,4, 3.1025481653, 3.3233483028,
1120,0, 3.2020077562, 3.2897773218,
1120,1, 3.3257882643, 2.7595059633,
1120,2, 3.4974732971, 3.6883892441,
1120,3, 3.3546960688, 2.2949090719,
1120,4, 3.2727002907, 3.1246222353,
1121,0, 3.0681421280, 4.0859175348,
1121,1, 4.0305463696, 2.7453776026,
1121,2, 4.4446840620, 3.1068012238,
1121,3, 3.6462801266, 1.9434692955,
1121,4, 4.1683527327, 5.0014243698,
1122,0, 3.6561110115, 3.4480551052,
1122,1, 4.4084181881, 3.2250147343,
1122,2, 3.0730990505, 3.5914613152,
1122,3, 3.2840934658, 2.3822463846,
1122,4, 2.8744847488, 2.5264381742,
1123,0, 3.7395871353, 3.9523465681,
1123,1, 3.4696369267, 2.5395006847,
1123,2, 3.7641244888, 2.4566593742,
1123,3, 4.0299136209, 3.3013519049,
1123,4, 3.3492403746, 2.5407140255,
1124,0, 3.1685591459, 3.8642352819,
1124,1, 4.0273942757, 3.0262688446,
1124,2, 4.2049259615, 3.5002550125,
1124,3, 3.3510129642, 3.2289933872,
1124,4, 3.6594390345, 3.4534360981,
1125,0, 2.6659416628, 2.9736184263,
1125,1, 3.0649417734, 2.3070271444,
1125,2, 3.1866727448, 4.5640346909,
1125,3, 3.0649002600, 3.3933424091,
1125,4, 3.8551566839, 2.8416727161,
1126,0, 3.5500068521, 1.8753924465,
1126,1, 3.2806730986, 3.3111518192,
1126,2, 3.2877662611, 4.6272000360,
1126,3, 3.1462689304, 2.1790022039,
1126,4, 3.0169961119, 3.0549576092,
1127,0, 3.7096108198, 2.4990227556,
1127,1, 3.2063294935, 2.6414048576,
1127,2, 3.2277124596, 4.0623184681,
1127,3, 3.7105247879, 2.9460163212,
1127,4, 3.2187059450, 2.7034646416,
1128,0, 2.9144115400, 2.7784134769,
1128,1, 3.1401693726, 4.2641528511,
1128,2, 4.3531639814, 2.8994463730,
1128,3, 3.6885469770, 3.7491061306,
1128,4, 3.3725262547, 2.3292089844,
1129,0, 3.3968154478, 3.4805394459,
1129,1, 4.0219176292, 5.2903413582,
1129,2, 3.2146451139, 2.3530621862,
1129,3, 3.2931808996, 2.4493466902,
1129,4, 2.9918422031, 2.7377471542,
1130,0, 3.2831905270, 2.2357444715,
1130,1, 3.1235283804, 2.7164313459,
1130,2, 3.2065629721, 2.5054220390,
1130,3, 3.8125595093, 2.9901440144,
1130,4, 3.3687214661, 4.8007844830,
1131,0, 3.1444851446, 3.4478564644,
1131,1, 3.5414472151, 2.9188300037,
1131,2, 3.2578846693, 4.4893280745,
1131,3, 3.3754599047, 2.9583308935,
1131,4, 3.3454662466, 2.8949052715,
1132,0, 3.5590380001, 2.2405519104,
1132,1, 3.2306887627, 4.2389457273,
1132,2, 3.3660082483, 3.5779553032,
1132,3, 3.4782079124, 2.8030836344,
1132,4, 3.4357864904, 3.3738826036,
1133,0, 3.0438117838, 2.1050177097,
1133,1, 2.9193109655, 4.3962837458,
1133,2, 3.5623726034, 2.9034335327,
1133,3, 3.7113431787, 4.1545817280,
1133,4, 3.7455629396, 4.0426373100,
1134,0, 3.2132215261, 3.2381580734,
1134,1, 2.9995666981, 4.5177822733,
1134,2, 4.1393323803, 2.8938534594,
1134,3, 5.8172175646, 3.4542937231,
1134,4, 3.8633472490, 2.3237586832,
1135,0, 3.5074971628, 4.3324010134,
1135,1, 3.2090987539, 2.6501151896,
1135,2, 3.2932782650, 2.4181563902,
1135,3, 3.1165575790, 2.3743390894,
1135,4, 3.4699751234, 3.3581477356,
1136,0, 3.1218953371, 2.5262798214,
1136,1, 3.0082616520, 3.4006811666,
1136,2, 3.2569627476, 3.1925239897,
1136,3, 3.2648291731, 2.6560189724,
1136,4, 3.0157212257, 2.4518559027,
1137,0, 3.1918045664, 2.7466863728,
1137,1, 4.8665159130, 2.7123718929,
1137,2, 3.1836553764, 3.2445405483,
1137,3, 4.2672037697, 3.7117862034,
1137,4, 3.0851041126, 3.2969773245,
1138,0, 3.2403139257, 4.3824431372,
1138,1, 3.4576393318, 2.6802853107,
1138,2, 3.7461227608, 4.1424491596,
1138,3, 3.1798515940, 2.3233431721,
1138,4, 3.5513235617, 2.7866391182,
1139,0, 4.1563055325, 3.8893514156,
1139,1, 3.5812548113, 2.6596582699,
1139,2, 3.3263484001, 3.9572620678,
1139,3, 3.4157135248, 3.0009931707,
1139,4, 3.1090808725, 2.3509070349,
1140,0, 3.1440986967, 2.3391536379,
1140,1, 2.6561288357, 3.6906591511,
1140,2, 3.3989120674, 2.5705133057,
1140,3, 3.7329660845, 4.7190490007,
1140,4, 3.0207413340, 2.5782371235,
1141,0, 3.4585402203, 2.8375380898,
1141,1, 3.6881045008, 3.3360376406,
1141,2, 2.9343947887, 3.3020388079,
1141,3, 3.3371121073, 2.4553046846,
1141,4, 3.4689259863, 3.8597494507,
1142,0, 3.3208042192, 2.9301492119,
1142,1, 3.4137981462, 3.3994799852,
1142,2, 4.1555005026, 3.3401213503,
1142,3, 3.5450753164, 2.7702615976,
1142,4, 3.4591454315, 3.2910068369,
1143,0, 5.3770794582, 3.2377225733,
1143,1, 3.7433425236, 2.4763701344,
1143,2, 2.7761753893, 3.9204272699,
1143,3, 3.6466088009, 2.2906500721,
1143,4, 3.2892254543, 2.8697952938,
1144,0, 3.1092815447, 3.6955018473,
1144,1, 3.4949266434, 2.9959172535,
1144,2, 3.6038748693, 3.0900787544,
1144,3, 3.4385401249, 2.2624845028,
1144,4, 3.2253580427, 2.6201585436,
1145,0, 3.4788837767, 2.4147420931,
1145,1, 3.4734746361, 2.5324097109,
1145,2, 5.4875730562, 3.0108850670,
1145,3, 3.8125758839, 4.1335165930,
1145,4, 3.1764316845, 2.5645050383,
1146,0, 2.7050741053, 2.5471287441,
1146,1, 3.4696036005, 2.8144661427,
1146,2, 3.3174082756, 5.3597175694,
1146,3, 3.5406148338, 3.1595818090,
1146,4, 3.6280265856, 3.9912516594,
1147,0, 2.9180951023, 2.3517427063,
1147,1, 2.8323256254, 2.6002008104,
1147,2, 5.1127339077, 6.2772250652,
1147,3, 3.0331083012, 2.6656537771,
1147,4, 3.9769962311, 3.4165199232,
1148,0, 3.9224143076, 2.6829812336,
1148,1, 3.2273141956, 2.5133334112,
1148,2, 3.3481939840, 2.7950158215,
1148,3, 2.8962345552, 3.9097910786,
1148,4, 2.9628893232, 2.0507325745,
1149,0, 3.5912821770, 3.9964679050,
1149,1, 3.7201975536, 3.5744393635,
1149,2, 3.7393042183, 3.8238463879,
1149,3, 3.8196677589, 2.1661865664,
1149,4, 4.3169132471, 2.8822428131,
1150,0, 3.2241362381, 2.2557494974,
1150,1, 3.4449022341, 2.1138240671,
1150,2, 3.5322645187, 3.1852274513,
1150,3, 2.8126847029, 4.6135741997,
1150,4, 3.5900358915, 2.3131221151,
1151,0, 3.2131287336, 3.2691998291,
1151,1, 2.8438410664, 3.5350216579,
1151,2, 5.2251337767, 2.8511210299,
1151,3, 3.6694723368, 3.6888278580,
1151,4, 2.7234431601, 2.6832971478,
1152,0, 3.0114381361, 3.0984419966,
1152,1, 2.7438712597, 2.5669564390,
1152,2, 3.4721270609, 3.9424675179,
1152,3, 3.4450691652, 2.5076567125,
1152,4, 3.6192336702, 2.4971388340,
1153,0, 3.3810025787, 3.9653546667,
1153,1, 4.6182479095, 3.5671315479,
1153,2, 3.3272057867, 3.1573901558,
1153,3, 3.9181061268, 2.5800034618,
1153,4, 3.0872707558, 2.4367515516,
1154,0, 5.9526917410, 3.3689605427,
1154,1, 3.6178693676, 4.4353932142,
1154,2, 3.1966578436, 2.2714569378,
1154,3, 2.7627211046, 2.9664865971,
1154,4, 3.2410363340, 3.6427893734,
1155,0, 3.8486631727, 2.5641372252,
1155,1, 2.7593296480, 4.2316366100,
1155,2, 3.3198695183, 3.5375778008,
1155,3, 2.9608793020, 2.5236054659,
1155,4, 3.3724258757, 2.4770131779,
1156,0, 3.0683076811, 3.8126272249,
1156,1, 3.1849770927, 2.0961388111,
1156,2, 3.2987944841, 4.2447713280,
1156,3, 2.8268828440, 2.2929161024,
1156,4, 3.5526175833, 4.1828648949,
1157,0, 3.0154734039, 2.4205279160,
1157,1, 3.9145775080, 3.2355713367,
1157,2, 2.8807163382, 2.8219314432,
1157,3, 3.3222138119, 4.2098939133,
1157,4, 4.8086746597, 2.6314960575,
1158,0, 3.0975466204, 2.9065025187,
1158,1, 3.4625545073, 4.3441874552,
1158,2, 3.1485535669, 3.1168293190,
1158,3, 8.5077280188, 2.7459852219,
1158,4, 3.5036004877, 3.0373669004,
1159,0, 3.1093246365, 3.3480040836,
1159,1, 3.2735957193, 2.9408854914,
1159,2, 3.3775221395, 2.3692198372,
1159,3, 3.0380206537, 2.8468801355,
1159,4, 3.0649114418, 3.3676975346,
1160,0, 3.4893937492, 3.0618314123,
1160,1, 4.3921125984, 2.6467084932,
1160,2, 3.4470789909, 1.7102876711,
1160,3, 2.4932844067, 3.1152444506,
1160,4, 3.4751697254, 5.1208997822,
1161,0, 3.1971337605, 3.5890627003,
1161,1, 2.8240316153, 2.4635934877,
1161,2, 4.6556475401, 4.6508985138,
1161,3, 2.9345917368, 2.7332708931,
1161,4, 3.2946308661, 2.7024121952,
1162,0, 3.2629271364, 4.3337420416,
1162,1, 3.3035058546, 2.4425279427,
1162,2, 2.9171708202, 2.5003646851,
1162,3, 3.5330154943, 3.0457394028,
1162,4, 4.0972395420, 3.4305563450,
1163,0, 3.1101856422, 3.1461398125,
1163,1, 3.6299633217, 3.1516241693,
1163,2, 3.1606757975, 4.4069575787,
1163,3, 2.9592997122, 2.9825413609,
1163,4, 2.8235519695, 1.8824680853,
1164,0, 3.1375520086, 2.4303928709,
1164,1, 3.3053614998, 2.3996765184,
1164,2, 3.9391186380, 3.0096986294,
1164,3, 3.1619830084, 3.2925060797,
1164,4, 3.4839594603, 3.4172334719,
1165,0, 3.6635959530, 3.9471164894,
1165,1, 3.3949738312, 2.7213950253,
1165,2, 3.2927264404, 3.9952338934,
1165,3, 3.2791662169, 2.9249149132,
1165,4, 3.3480186558, 2.5781721067,
1166,0, 3.0955140018, 4.1291882563,
1166,1, 3.1193293715, 3.3742040157,
1166,2, 3.9220980072, 3.5645273685,
1166,3, 6.0498901224, 2.1103946400,
1166,4, 3.5140075111, 3.5229907036,
1167,0, 3.6436118984, 2.9538016367,
1167,1, 3.3741762924, 2.1965178967,
1167,2, 3.1955096626, 2.7138555765,
1167,3, 3.4113531685, 3.9498801470,
1167,4, 2.9998302078, 2.5864015341,
1168,0, 2.6502307606, 2.6498739386,
1168,1, 3.0957696486, 3.0802328491,
1168,2, 3.0889630079, 2.5196013451,
1168,3, 3.1817495680, 3.1002606583,
1168,4, 3.5821944904, 4.6712069702,
1169,0, 3.3294888020, 3.5799375486,
1169,1, 3.2583075905, 2.8567939138,
1169,2, 3.1707897758, 3.2073390484,
1169,3, 2.9006221104, 3.5550572681,
1169,4, 2.8497967052, 2.2014317799,
1170,0, 4.2233070517, 4.4954769421,
1170,1, 4.4330715227, 3.8032181168,
1170,2, 2.9819696665, 2.7008118629,
1170,3, 3.0633334732, 2.5335276175,
1170,4, 3.2961256790, 3.4464760780,
1171,0, 3.0086461973, 3.2531322193,
1171,1, 4.2409335947, 2.7923765659,
1171,2, 3.2043469906, 3.5752976513,
1171,3, 3.8241642237, 4.6858637905,
1171,4, 3.8679655981, 3.7975692081,
1172,0, 2.7743288469, 2.6103127337,
1172,1, 3.0980851316, 4.5152611494,
1172,2, 2.9279009390, 2.7491539192,
1172,3, 3.4930882072, 2.7244787502,
1172,4, 3.2458058262, 2.2611659908,
1173,0, 3.2483549738, 2.6025029325,
1173,1, 3.5599993324, 3.4225377464,
1173,2, 3.6722492313, 3.0401954889,
1173,3, 3.4810669708, 2.7249055338,
1173,4, 3.5876248646, 5.1729836321,
1174,0, 6.0844215870, 3.6785328007,
1174,1, 3.8555007219, 4.0687975883,
1174,2, 3.1250638342, 2.9662634706,
1174,3, 3.7847971821, 2.7800450230,
1174,4, 3.5256740904, 4.1862055826,
1175,0, 3.5593943024, 2.6577889061,
1175,1, 3.1699961281, 3.2490611744,
1175,2, 2.9842202806, 2.6364783812,
1175,3, 3.8273661613, 2.7228511095,
1175,4, 3.0698927736, 4.7489725876,
1176,0, 3.5557442570, 3.5098980856,
1176,1, 3.6050133276, 4.0672492409,
1176,2, 2.8213798380, 2.5104620600,
1176,3, 3.5808414268, 3.3403051090,
1176,4, 3.1150336933, 3.4643867922,
1177,0, 4.4881460428, 3.0770081043,
1177,1, 3.4605426741, 2.7990072012,
1177,2, 2.9999560547, 1.8624316072,
1177,3, 3.6976384449, 4.1227712250,
1177,4, 3.7160785007, 3.7402614212,
1178,0, 3.0699139929, 2.9852862310,
1178,1, 4.0155607796, 3.8972528076,
1178,2, 3.5253414106, 3.3076101160,
1178,3, 2.9972074652, 4.1223915768,
1178,4, 2.8446162653, 2.4749210978,
1179,0, 3.4129094601, 2.3695069504,
1179,1, 3.6230124187, 3.1662787724,
1179,2, 3.3929102898, 2.5863686323,
1179,3, 3.7096468973, 2.5752952290,
1179,4, 3.3100938654, 3.4736659050,
1180,0, 3.3317581177, 2.0824125767,
1180,1, 3.6697105503, 2.5167624378,
1180,2, 3.7950209522, 5.4557521820,
1180,3, 4.4259766054, 2.1807845116,
1180,4, 3.1344892406, 2.2095146394,
1181,0, 2.8659634829, 2.8292195940,
1181,1, 2.9843607092, 2.5468679190,
1181,2, 3.8984437943, 3.5775095081,
1181,3, 2.8643647718, 4.5276274824,
1181,4, 5.7081242990, 2.5349562263,
1182,0, 2.8735153580, 2.5756989717,
1182,1, 3.6977389288, 3.7879631376,
1182,2, 3.4898751354, 2.4911319971,
1182,3, 3.0631107378, 2.1972774220,
1182,4, 3.3500175714, 2.7007356834,
1183,0, 3.5886215115, 2.8611117268,
1183,1, 3.1732715225, 2.1096618462,
1183,2, 3.2445302391, 3.3296439219,
1183,3, 3.1725558519, 3.1074845409,
1183,4, 3.7913612986, 3.6684476089,
1184,0, 2.9502217531, 3.1241283607,
1184,1, 2.9271219254, 2.9477980042,
1184,2, 4.1473246050, 2.4843032742,
1184,3, 3.2469259167, 3.1118166637,
1184,4, 3.4433395195, 4.0513622189,
1185,0, 3.9435655642, 3.7176504421,
1185,1, 4.1460491896, 3.3669386673,
1185,2, 3.2023991728, 2.4938876486,
1185,3, 4.4613774395, 4.0219006729,
1185,4, 2.7744871283, 3.5791184425,
1186,0, 3.3203113174, 4.3818918467,
1186,1, 3.6244705772, 2.3990602589,
1186,2, 3.9789777374, 2.9207346487,
1186,3, 3.0562549829, 2.2789456797,
1186,4, 2.7577271461, 2.2504345798,
1187,0, 3.9400205088, 3.5727436638,
1187,1, 3.2459819031, 4.0290275764,
1187,2, 3.6234891987, 4.1547067547,
1187,3, 3.4573510408, 2.0491681242,
1187,4, 3.4913375807, 2.8047229052,
1188,0, 3.1512680340, 2.9048821735,
1188,1, 2.9619437218, 3.2264165354,
1188,2, 3.8994030762, 2.9922410965,
1188,3, 3.5279680395, 4.2158847713,
1188,4, 3.6381353092, 2.9287018919,
1189,0, 3.7922709274, 3.6805065346,
1189,1, 3.3219066811, 1.7309541178,
1189,2, 3.7643214464, 3.4827191639,
1189,3, 3.9152363014, 5.0134134388,
1189,4, 2.8441995382, 2.7496806526,
1190,0, 3.2790196133, 2.4908673763,
1190,1, 3.5485330009, 3.5066809750,
1190,2, 3.1011693716, 4.0884441757,
1190,3, 3.3445236731, 2.4433546209,
1190,4, 3.5426364231, 2.3232576513,
1191,0, 3.3607278776, 3.8149864626,
1191,1, 3.9146105909, 2.9509602690,
1191,2, 3.4478015041, 3.8724696207,
1191,3, 3.2920645809, 2.9699903727,
1191,4, 3.2401753521, 2.9699406576,
1192,0, 2.9849481535, 2.6328768349,
1192,1, 2.8094511271, 3.4827956963,
1192,2, 2.8843887472, 2.0309499025,
1192,3, 2.8927773428, 2.2242949486,
1192,4, 3.1027052879, 3.6401637602,
1193,0, 3.4122215509, 2.7029739380,
1193,1, 2.5807974052, 2.4306182861,
1193,2, 3.5182904625, 4.8515453434,
1193,3, 4.3965046978, 3.4292710781,
1193,4, 3.8688225937, 3.2567001534,
1194,0, 3.4502338219, 4.4951253128,
1194,1, 3.5952925253, 3.1989270687,
1194,2, 3.1651406670, 4.5941113949,
1194,3, 3.3898172235, 3.0032946968,
1194,4, 3.1144896412, 2.5638894796,
1195,0, 3.7296288538, 4.2188413239,
1195,1, 3.2588914537, 3.2269132328,
1195,2, 3.8481898594, 3.9023995399,
1195,3, 3.3269369316, 2.5190221310,
1195,4, 3.3730580473, 4.2872361422,
1196,0, 3.2557488060, 2.7764780331,
1196,1, 3.5058174324, 3.2161960220,
1196,2, 4.9196824455, 4.2563128853,
1196,3, 3.9302532768, 3.7447147083,
1196,4, 3.3402243853, 5.2442268085,
1197,0, 2.8732247162, 2.3759241390,
1197,1, 3.1628596401, 2.5455612516,
1197,2, 3.0471646738, 2.6163846254,
1197,3, 3.4437884092, 4.4853257847,
1197,4, 3.2432430220, 2.4340601873,
1198,0, 3.4977935934, 2.7889547968,
1198,1, 3.4878367424, 3.5299151993,
1198,2, 3.0686630774, 3.4973975039,
1198,3, 2.8031524944, 3.5446388769,
1198,4, 3.1582787323, 2.6488387871,
1199,0, 3.2359909678, 2.9230207825,
1199,1, 5.2466173124, 3.2108444023,
1199,2, 3.3180784512, 3.9186457682,
1199,3, 4.4180789375, 5.0774655914,
1199,4, 3.7680625582, 4.4748209858,
1200,0, 3.7289731359, 3.3354567623,
1200,1, 2.7937811470, 2.5623127842,
1200,2, 3.3513771296, 2.4160527992,
1200,3, 3.9530960274, 4.5304978704,
1200,4, 3.0476361322, 2.9486469030,
1201,0, 3.4626924181, 2.7849259615,
1201,1, 3.2263742685, 2.9578780556,
1201,2, 3.0372978735, 2.9450103235,
1201,3, 3.2501553440, 2.4747418022,
1201,4, 4.3861991024, 3.6169414711,
1202,0, 3.1643660736, 2.8211868954,
1202,1, 3.0472365332, 2.8984869289,
1202,2, 3.2712540436, 3.4803939724,
1202,3, 3.6476441097, 3.7328052425,
1202,4, 3.3262837696, 4.1288467360,
1203,0, 3.1991548872, 2.5494724417,
1203,1, 3.1896182013, 2.8542110443,
1203,2, 3.4484681416, 3.8585271263,
1203,3, 3.3050999689, 3.6942800188,
1203,4, 3.0389150238, 2.5282118940,
1204,0, 3.3224243784, 2.8136341238,
1204,1, 5.9290720701, 3.2354593372,
1204,2, 2.9225554609, 2.5861492729,
1204,3, 3.5963522768, 4.4702504683,
1204,4, 3.0216383219, 3.9712362862,
1205,0, 2.8524034548, 3.7667379045,
1205,1, 3.9484943390, 2.6747014046,
1205,2, 3.1508135414, 2.7356547260,
1205,3, 2.8928604650, 3.3496012354,
1205,4, 3.1311850405, 2.6139640951,
1206,0, 3.2339954281, 3.0452771616,
1206,1, 3.2799558449, 3.9508722210,
1206,2, 3.3064398098, 2.6749778080,
1206,3, 2.9527737045, 2.7039360189,
1206,4, 3.0923756027, 2.7592660761,
1207,0, 3.3268793917, 3.8386799812,
1207,1, 3.7630905533, 3.2346374321,
1207,2, 3.6424450064, 3.5368417168,
1207,3, 3.8118031502, 2.2403498840,
1207,4, 3.1150868082, 4.1938864708,
1208,0, 4.1239434528, 2.8487052131,
1208,1, 3.3843431425, 2.1681381035,
1208,2, 3.3993018723, 2.9517819071,
1208,3, 3.5071687508, 3.3658424377,
1208,4, 3.3421701717, 4.5581006479,
1209,0, 3.0680962849, 2.2036892796,
1209,1, 3.6077829313, 3.8177142620,
1209,2, 3.3961697483, 2.9686189747,
1209,3, 3.2997182989, 3.0578246164,
1209,4, 3.7028695869, 3.3525896311,
1210,0, 3.4612215233, 2.4832567835,
1210,1, 3.6310322857, 2.8306926155,
1210,2, 2.8806913233, 2.6119730139,
1210,3, 2.8519410086, 2.7927540874,
1210,4, 3.5135135412, 4.2651334095,
1211,0, 3.2747965384, 3.1681392956,
1211,1, 2.7576467848, 3.9134097004,
1211,2, 3.4266554594, 2.6396533585,
1211,3, 3.0845658827, 2.9710034180,
1211,4, 3.8347321367, 2.5981263542,
1212,0, 3.4530200911, 2.8106361675,
1212,1, 3.4304034185, 3.1405625725,
1212,2, 3.8232775021, 3.6632304668,
1212,3, 3.0091857386, 2.8001193714,
1212,4, 5.2734114981, 6.3806605434,
1213,0, 3.3923652887, 2.2068232727,
1213,1, 3.1717678928, 4.2212908077,
1213,2, 3.0543543720, 2.7572288609,
1213,3, 3.1184917831, 3.2041215897,
1213,4, 3.1217495012, 3.1373611832,
1214,0, 2.6313998985, 4.1151528502,
1214,1, 3.3403761625, 3.4484395790,
1214,2, 3.4869597578, 4.0727938271,
1214,3, 3.6847176552, 2.3012596416,
1214,4, 3.1425306416, 2.3724473858,
1215,0, 4.7940184546, 3.5743651295,
1215,1, 3.4581421232, 4.1854306889,
1215,2, 3.9574433374, 2.6909512568,
1215,3, 3.4937773323, 3.6275512075,
1215,4, 2.8562220764, 2.6392636395,
1216,0, 3.1116034317, 4.0005463219,
1216,1, 3.0640213776, 2.1930394793,
1216,2, 3.4642343426, 3.8142373180,
1216,3, 3.1145915985, 2.4742331648,
1216,4, 3.2518627691, 2.0580439091,
1217,0, 3.8612799883, 2.8308612871,
1217,1, 3.0433483458, 2.1221105385,
1217,2, 4.2281315231, 3.0909094524,
1217,3, 3.5592423248, 2.1307023335,
1217,4, 2.9615889120, 4.3490981245,
1218,0, 3.0654525805, 3.4249583340,
1218,1, 3.1454786777, 3.5803005791,
1218,2, 2.9130506945, 3.6107539749,
1218,3, 3.2328070211, 2.5428842402,
1218,4, 3.0871529436, 2.2834453917,
1219,0, 3.5192001152, 2.3550065184,
1219,1, 5.4216537142, 4.3307337856,
1219,2, 2.8761550117, 2.3879608011,
1219,3, 2.6544515038, 4.2741331673,
1219,4, 3.0586720562, 2.9389179611,
1220,0, 3.2306481600, 2.9762109804,
1220,1, 3.4958853245, 3.5140189552,
1220,2, 3.5807141685, 3.5794153404,
1220,3, 2.8638701439, 3.0363326454,
1220,4, 2.9920982170, 2.7211051369,
1221,0, 2.8991128683, 2.9268213654,
1221,1, 3.1864091969, 3.7035346556,
1221,2, 4.0552729416, 3.5803821373,
1221,3, 3.0950516701, 3.0369363213,
1221,4, 2.9431988001, 2.9391290474,
1222,0, 3.2356204557, 2.7830859041,
1222,1, 3.5555900288, 2.9363125515,
1222,2, 3.2478033304, 2.6909185457,
1222,3, 8.5990668201, 4.1344349575,
1222,4, 2.8437168646, 3.4421560216,
1223,0, 3.5212821770, 2.0478826880,
1223,1, 3.3800812244, 3.1147064352,
1223,2, 3.1274903297, 2.3925538921,
1223,3, 3.4967492819, 3.6873272800,
1223,4, 3.5058162594, 2.6488497972,
1224,0, 3.0621703100, 3.5059174061,
1224,1, 2.9581235456, 2.6707532406,
1224,2, 3.7648557186, 2.4518208408,
1224,3, 3.2798377037, 2.3610415602,
1224,4, 3.1988795853, 4.1859360552,
1225,0, 3.0548641491, 2.6221918297,
1225,1, 3.3412523603, 2.6699573755,
1225,2, 3.2485771322, 3.3454630661,
1225,3, 3.1692454147, 2.2366997147,
1225,4, 3.2318573713, 4.4424864340,
1226,0, 3.0632636213, 3.7071433878,
1226,1, 3.4067414618, 3.0900476789,
1226,2, 2.9126351881, 2.2938378191,
1226,3, 2.8424868965, 3.2564418602,
1226,4, 3.0071198654, 2.2839894104,
1227,0, 2.9149363136, 2.5467475557,
1227,1, 3.4233716869, 2.8092349625,
1227,2, 3.3047899961, 3.0722771263,
1227,3, 3.8033019495, 2.8416654730,
1227,4, 3.5512520838, 3.9220509577,
